Sample_ID,Location_ID,Basin_ID,Observationtype,Rep_ID_TE,Sampletype,filtersize_mum_TE,sievesize_mumm_TE,Treatment_TE,Method_TE,Discharge m3_s,TSS_mg_L_TE,Rb_ppm,Cs_ppm,Li_ppm,Ba_ppm,Sr_ppm,Th_ppm,U_ppm,Y_ppm,Zr_ppm,Nb_ppm,Hf_ppm,Sc_ppm,Cr_ppm,Co_ppm,V_ppm,Ni_ppm,Pb_ppm,Be_ppm,Au_ppm,Ag_ppm,Pt_ppm,Cu_ppm,Zn_ppm,Ga_ppm,Ge_ppm,As_ppm,Se_ppm,Br_ppm,Cd_ppm,Sn_ppm,Sb_ppm,Te_ppm,I_ppm,B_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Hg_ppm,Tl_ppm,Bi_ppm,Mo_ppm,Ta_ppm,W_ppm,SeaCat,Original_Unit,Treatment_ME,Method_ME,Rep_ID_ME,filtersize_mum_ME,sievesize_mumm_ME,Discharge_m3_s,TSS_mg_L_ME,Sand_perc,Silt_perc,Clay_perc,AvgGrainSize_mum,SiO2_wt,Al2O3_wt,Fe2O3T_wt,MnO_wt,CaO_wt,MgO_wt,K2O_wt,Na2O_wt,TiO2_wt,P2O5_org_wt,P2O5_inorg_wt,P2O5_tot_wt,LOI_wt,SO3_wt,N_org_wt,C_org_wt,C_inorg_wt,C_tot_wt,Ca_mumol_L,Mg_mumol_L,K_mumol_L,Na_mumol_L,Cl_mumol_L,Si_mumol_L,DIC_mumol_L,DOC_mumol_L,SO4_mumol_L,HCO3_mumol_L,T_water DegC,pH,Alk_mumol_L,Cond_muS_cm,SI(Cal),Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unit,Method,Rep_ID,filtersize_mum,sievesize_mumm,Discharge_m3_s_Minerals,TSS_mg_L,Sand_perc_Minerals,Silt_perc_Minerals,Clay_perc_Minerals,AvgGrainSize_mum_Minerals,Quartz,Albite,Plg,Anorthite,K-feldspar,Feldspar,Ampibole,Pyroxene,BasGlass,totalMafic,Olivine,Mica,Smectite,Illite,Kaolinite,Chlorite,Gibbsite,Vermiculite,BulkClay,Calcite,Dolomite,BulkCarbonate,Casulfate,Fesulfide,FeOxide,FeHydroxide,Lvf,Lvm,Lv,Lp,Lcd,Lcc,Lch,Ls,Lms,Lmb,Lmf,Lm,Lu,L,totHM,Opq,Ap,Ep,Grt,Ttn,Zirc,Tourm,Ru,TiOx,Px,Amp,Ol,Sp,Mon,Ala,Cltd,Staur,And,Ky,Sil,trHM,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81
AUS-MUD-111111-DGL3,AUS-MUD-111111,6001.0,single,1.0,SS,cent/TFF,1-0.2,fused/dig,ICP-AES,,,136,,,,89,,,35,,,,12.3,,,,,,,,,,115,242,,,,,,,,,,,,33.0,70.00,8.90,35.00,7.50,1.560,5.60,0.980,5.90,1.17,3.30,0.410,3.00,0.46,,,,,,,Winter,wtOx,fused/dig,ICP-AES,1.0,cent,1-0.2,,,,,,,43.85,20.49,10.46,0.07,0.88,1.85,1.6,0.77,0.48,,,0.264423573,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS-MUD-111111-DGL4,AUS-MUD-111111,6001.0,single,1.0,SS,cent/TFF,0.2-0.006,fused/dig,ICP-AES,,,106,,,,143,,,20,,,,7.2,,,,,,,,,,251,355,,,,,,,,,,,,18.0,35.00,4.70,19.00,4.20,0.870,3.00,0.550,3.40,0.67,1.90,0.230,1.60,0.26,,,,,,,Winter,wtOx,fused/dig,ICP-AES,1.0,cent,0.2-0.006,,,,,,,28.6,9.21,5.61,0.04,3.13,3.89,1.34,8.81,0.21,,,0.215617489,39.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS-MUD-111111-DGL5,AUS-MUD-111111,6001.0,single,1.0,SS,cent/TFF,0.006-0.003,fused/dig,ICP-AES,,,15,,,,327,,,9,,,,2.4,,,,,,,,,,395,226,,,,,,,,,,,,5.0,9.00,1.40,6.00,1.40,0.330,1.10,0.210,1.30,0.29,0.90,0.110,0.80,0.13,,,,,,,Winter,wtOx,fused/dig,ICP-AES,1.0,cent,0.006-0.003,,,,,,,8.96,1.14,1.07,0.01,5.22,4.8,0.7,9.38,0.02,,,0.110902088,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS-MUD-111112-DGL1,AUS-MUD-111112,6001.0,single,1.0,SS,cent/TFF,25,fused/dig,ICP-AES,,,68,,,,125,,,21,,,,7.6,,,,,,,,,,129,138,,,,,,,,,,,,22.0,49.00,5.50,22.00,4.50,0.950,3.40,0.570,3.40,0.67,1.90,0.240,1.70,0.26,,,,,,,Winter,wtOx,fused/dig,ICP-AES,1.0,cent,25,,,,,,,62.6,9.99,4.38,0.12,0.66,0.98,1.23,0.49,0.85,,,0.830390838,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS-MUD-111112-DGL2,AUS-MUD-111112,6001.0,single,1.0,SS,cent/TFF,25-1,fused/dig,ICP-AES,,,90,,,,132,,,23,,,,10.2,,,,,,,,,,52,94,,,,,,,,,,,,27.0,62.00,7.00,26.00,5.50,1.210,3.90,0.660,3.70,0.74,2.00,0.260,1.90,0.29,,,,,,,Winter,wtOx,fused/dig,ICP-AES,1.0,cent,25-1,,,,,,,55.78,16.5,7.04,0.11,0.79,1.53,1.78,0.43,1.17,,,0.156041987,14.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS-MUD-111112-DGL3,AUS-MUD-111112,6001.0,single,1.0,SS,cent/TFF,1-0.2,fused/dig,ICP-AES,,,85,,,,118,,,22,,,,13.3,,,,,,,,,,51,146,,,,,,,,,,,,23.0,52.00,6.20,24.00,5.10,1.210,3.60,0.630,3.60,0.70,1.90,0.250,1.80,0.28,,,,,,,Winter,wtOx,fused/dig,ICP-AES,1.0,cent,1-0.2,,,,,,,46.87,19.4,9.76,0.06,1.06,2.04,1.55,0.23,0.76,,,0.16841536,18.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS-MUD-111112-DGL4,AUS-MUD-111112,6001.0,single,1.0,SS,cent/TFF,0.2-0.006,fused/dig,ICP-AES,,,70,,,,275,,,23,,,,14.3,,,,,,,,,,81,161,,,,,,,,,,,,24.0,55.00,6.70,26.00,5.70,1.300,3.90,0.690,4.00,0.77,2.10,0.260,1.90,0.30,,,,,,,Winter,wtOx,fused/dig,ICP-AES,1.0,cent,0.2-0.006,,,,,,,39.94,15.7,7.83,0.05,3.54,2.95,1.63,0.91,0.62,,,0.269693713,26.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS-MUD-111112-DGL5,AUS-MUD-111112,6001.0,single,1.0,SS,cent/TFF,0.006-0.003,fused/dig,ICP-AES,,,10,,,,683,,,4,,,,1.7,,,,,,,,,,231,161,,,,,,,,,,,,3.0,5.00,0.70,3.00,0.70,0.190,0.50,0.090,0.60,0.11,0.30,0.050,0.30,0.06,,,,,,,Winter,wtOx,fused/dig,ICP-AES,1.0,cent,0.006-0.003,,,,,,,7.25,0.71,0.52,0.01,9.07,4.42,1.72,4.88,0.04,,,0.428256202,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS-MUD-111113-MMC1,AUS-MUD-111113,6001.0,single,0.0,SS,,,dig,ICP-MS,,,68.5,,29.5,301,134,9.08,1.96,31.3,199,20.8,4.78,,,,,,18.3,,,,,,95.3,,,,,,0.0476,,,,,,27.6,59.00,7.33,28.80,6.15,1.490,5.55,0.886,5.21,1.07,3.02,,2.80,0.43,,,,0.786,1.38,,Summer,wtOx,dig,?,0.0,,,,,,,,,59.6,16.6,7.8,0.1,1.1,1.8,1.5,0.9,1.1,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pres,XRD,0.0,,,,,,,,,Y,Y,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL-SLD-111111-ZVE1,BEL-SLD-111111,3008.0,single,1.0,SS,cent,,dig,ICP-AES,,,,,30,462,204,,,,,,,,306,15.3,87,66,168,1.5,,,,197,1147,,,,,,10.9,15.0,,,,,,,,,,,,,,,,,,,,,,,,,Winter,El_perc,dig,ICP-AES,1.0,cent,,,101.0,,,,,60.3,8.1,6.2,0.1,4.9,1.0,1.9,0.6,0.6,,,1.7,,1.22,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL-SLD-111111-ZVE2,BEL-SLD-111111,3008.0,single,1.0,SS,cent,,dig,ICP-AES,,,,,33,484,186,,,,,,,,294,16.5,96,65,163,1.7,,,,193,1065,,,,,,12.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,ICP-AES,1.0,cent,,,67.0,,,,,54.6,8.9,6.2,0.8,4.7,1.1,2.1,0.6,0.6,,,1.6,,1.15,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL-SLD-111111-ZVE3,BEL-SLD-111111,3008.0,single,1.0,SS,cent,,dig,ICP-AES,,,,,29,435,247,,,,,,,,241,16,86,62,211,1.4,,,,214,922,,,,,,12,15.0,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,ICP-AES,1.0,cent,,,222.0,,,,,55.8,7.7,6.0,0.1,5.8,1.1,1.9,0.6,0.6,,,1.6,,1.5,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL-SLD-111111-ZVE4,BEL-SLD-111111,3008.0,single,1.0,SS,cent,,dig,ICP-AES,,,,,39,410,265,,,,,,,,266,15.6,93,61,206,1.6,,,,181,858,,,,,,12.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,Summer,El_perc,dig,ICP-AES,1.0,cent,,,80.0,,,,,49.4,8.9,7.0,1.2,6.9,1.3,1.9,0.5,0.6,,,1.6,,1.72,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL-SLD-111111-ZVE5,BEL-SLD-111111,3008.0,single,1.0,SS,cent,,dig,ICP-AES,,,,,33,444,246,,,,,,,,265,14.7,85,61,224,1.3,,,,205,936,,,,,,13,16.0,,,,,,,,,,,,,,,,,,,,,,,,,Summer,El_perc,dig,ICP-AES,1.0,cent,,,36.0,,,,,49.2,7.9,6.3,0.1,6.0,1.1,1.7,0.5,0.5,,,2.0,,1.65,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL-SLD-111111-ZVE6,BEL-SLD-111111,3008.0,single,1.0,SS,cent,,dig,ICP-AES,,,,,35,489,238,,,,,,,,296,18.1,87,64,279,1.5,,,,288,1179,,,,,,13.3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,El_perc,dig,ICP-AES,1.0,cent,,,96.0,,,,,49.0,8.6,6.9,1.3,5.9,1.1,1.8,0.5,0.6,,,1.9,,1.6,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL-SLD-111111-ZVE7,BEL-SLD-111111,3008.0,single,1.0,SS,cent,,dig,ICP-AES,,,,,35,476,225,,,,,,,,304,17.6,93,61,234,1.6,,,,261,1196,,,,,,13.9,18.0,,,,,,,,,,,,,,,,,,,,,,,,,Winter,El_perc,dig,ICP-AES,1.0,cent,,,76.0,,,,,49.4,8.5,7.3,0.1,6.0,1.1,1.8,0.5,0.6,,,1.9,,1.45,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL-SLD-111111-ZVE8,BEL-SLD-111111,3008.0,single,1.0,SS,cent,,dig,ICP-AES,,,,,32,485,196,,,,,,,,305,14.6,84,54,167,1.5,,,,163,1007,,,,,,10.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,Winter,El_perc,dig,ICP-AES,1.0,cent,,,116.0,,,,,58.6,8.7,6.3,1.3,5.6,1.0,1.9,0.6,0.6,,,1.4,,1.02,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111112-SBA1,BGD-BMP-111112,4034.0,ssea,0.0,BS,,,thin film,XRF,,,85,,,347,270,15,7,,,,,,100,31,137,47,13,,,,,17,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,ppmEl,thin film,XRF,0.0,,,,,,,,,60.7565907,10.58099087,4.146215577,0.083155036,2.70042997,2.744446434,1.498529778,,0.513754612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111113-GFL1,BGD-BMP-111113,4034.0,single,1.0,SS,,,fused,ICP-OES,,,187,,,,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.30,6.50,,,,,,,,,,,,,,,,Summer,wtOx,fused,ICP-OES/Vol,1.0,,,,,,,,,60.7,16.9,6.81,0.1,2,2.87,3.25,1.53,0.79,,,0.17,4.76,,,,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111113-GFL2,BGD-BMP-111113,4034.0,single,1.0,BS,,,fused,ICP-OES,,,126,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,7.26,,,,,,,,,,,,,,,,Summer,wtOx,fused,ICP-OES/Vol,1.0,,,,,,,,,73.0,11.9,4.19,0.05,1.99,1.72,2.5,1.82,0.53,,,0.1,2,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111113-GFL3,BGD-BMP-111113,4034.0,single,1.0,BS,,,fused,ICP-OES,,,74.2,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.90,8.69,,,,,,,,,,,,,,,,Spring,wtOx,fused,ICP-OES/Vol,1.0,,,,,,,,,76.5,10.3,3.88,0.09,2.36,1.23,1.99,2.02,0.57,,,0.1,0.83,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111114-GFL1,BGD-BMP-111114,4034.0,single,1.0,BS,,,fused,ICP-OES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,wtOx,fused,ICP-OES/Vol,1.0,,,,,,,,,78.6,10.5,2.37,0.02,1.63,0.89,2.34,2.08,0.27,,,0.04,1.16,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT1,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,1000,188,10.2,,583,108,21,4.8,33,211,14,6,,94,17,96,43,26,3.2,,,,35,91,24,2.1,7,,,0,6.2,0.6,,,,47.0,97.00,11.00,40.00,7.80,1.400,6.50,1.000,5.80,1.10,3.10,0.500,3.10,0.50,,,0.9,0,1.5,3.4,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,1000.0,,,,,61.6,17.0,6.4,0.1,1.6,2.7,3.6,1.5,0.8,,,0.2,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT10,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,800,167,9.6,,545,113,19,4.1,28,172,13,4.8,,126,17,99,63,26,2.9,,,,35,91,23,1.8,6.5,,,0,5.2,0.6,,,,43.0,84.00,9.00,33.00,6.60,1.300,5.60,0.900,5.00,1.00,2.80,0.400,2.80,0.40,,,0.8,0.6,1.3,2.9,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,800.0,,,,,60.6,17.0,6.6,0.1,1.9,3.1,3.5,1.5,0.8,,,0.2,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT11,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,1400,172,9.5,,533,118,20,4.2,30,193,13,5.3,,105,17,100,49,26,2.9,,,,35,89,23,2,6.4,,,0.5,5.2,0.8,,,,44.0,89.00,10.00,37.00,7.20,1.400,6.10,0.900,5.40,1.10,3.00,0.400,3.00,0.50,,,0.8,0.6,1.5,3.4,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,1400.0,,,,,61.6,16.5,6.5,0.1,1.9,3.0,3.4,1.5,0.8,,,0.2,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT12,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,2100,156,8.9,,495,135,19,3.9,30,256,13,6.8,,110,16,98,52,24,3.0,,,,29,85,21,1.8,5,,,0,4.9,0.5,,,,46.0,94.00,10.00,39.00,7.60,1.400,6.30,0.900,5.60,1.00,2.90,0.400,3.00,0.40,,,0.6,0,1.3,2.8,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,2100.0,,,,,65.0,15.1,6.1,0.1,2.1,2.7,3.1,1.7,0.8,,,0.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT13,BGD-BMP-111115,4034.0,single,1.0,BS,,,fused,ICP-AES/ICP-MS,,,118,6.2,,420,169,13,2.6,25,180,9,4.9,,70,11,65,35,20,2.3,,,,9,56,15,1.6,2.6,,,0,3.2,0.2,,,,33.0,63.00,7.00,26.00,5.10,1.100,4.50,0.700,4.30,0.80,2.40,0.400,2.40,0.40,,,0.2,0,1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT2,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,4300,146,8,,491,155,15,3.3,35,214,12,5.9,,86,14,82,37,23,2.3,,,,19,73,19,1.8,4.8,,,0.1,4.7,0.4,,,,37.0,78.00,9.00,33.00,6.50,1.300,5.80,0.900,5.70,1.20,3.40,0.500,3.40,0.50,,,0.5,0.1,1.2,2.5,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,4300.0,,,,,69.0,13.3,5.1,0.1,2.1,1.9,2.8,1.8,0.7,,,0.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT3,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,1300,180,10.2,,581,114,21,4.6,33,188,14,5.5,,99,17,99,47,29,3.2,,,,34,92,24,2,7.2,,,0,6.3,0.7,,,,43.0,91.00,10.00,38.00,7.30,1.500,6.50,1.000,5.90,1.10,3.20,0.500,3.20,0.50,,,1.2,0.6,1.5,3.3,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,1300.0,,,,,61.8,16.7,6.3,0.1,1.6,2.6,3.6,1.5,0.8,,,0.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT4,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,1800,168,9.1,,546,124,20,4.2,31,242,13,6.6,,88,16,92,43,33,3.0,,,,53,129,21,1.9,6.4,,,0,5.9,0.6,,,,41.0,86.00,9.00,36.00,7.10,1.400,6.10,1.000,5.60,1.10,3.00,0.500,3.00,0.50,,,0.7,0,1.4,2.9,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,1800.0,,,,,63.8,15.7,6.0,0.1,1.8,2.5,3.3,1.6,0.8,,,0.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT5,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,3100,144,7.7,,478,138,17,3.5,29,256,11,6.8,,86,14,81,38,22,2.5,,,,23,73,19,1.8,4.7,,,0,4.6,0.4,,,,42.0,86.00,9.00,36.00,7.10,1.300,5.90,0.900,5.10,1.00,2.70,0.400,2.80,0.40,,,0.5,0,1.2,2.3,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,3100.0,,,,,66.9,13.9,5.3,0.1,2,2.1,2.9,1.8,0.7,,,0.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT6,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,6000,131,6.9,,441,152,17,3.1,29,282,11,7.3,,72,12,74,33,21,2.3,,,,16,65,17,1.7,3.8,,,0,4.0,0.3,,,,41.0,86.00,9.00,35.00,6.90,1.200,5.80,0.900,5.20,1.00,2.80,0.400,2.80,0.40,,,0.6,0,1.2,2.1,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,6000.0,,,,,69.6,12.7,4.8,0.1,2.1,1.9,2.7,1.9,0.6,,,0.1,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT7,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,6400,138,7.5,,459,149,17,3.1,26,259,11,6.8,,78,13,76,36,21,2.5,,,,18,69,18,1.7,4.2,,,0,4.4,0.3,,,,38.0,80.00,9.00,33.00,6.40,1.200,5.30,0.800,4.70,0.90,2.50,0.400,2.60,0.40,,,0.3,0,1.1,2.1,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,6400.0,,,,,69.3,13.0,5.0,0.1,2.1,1.9,2.8,1.9,0.6,,,0.1,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD-BMP-111115-GZT8,BGD-BMP-111115,4034.0,single,1.0,SS,,,fused,ICP-AES/ICP-MS,,800,151,8.3,,544,154,15,3.2,27,140,11,3.8,,193,26,139,103,26,2.8,,,,73,116,24,1.6,8.4,,,0,4.3,0.5,,,,34.0,65.00,8.00,29.00,5.80,1.200,5.00,0.800,4.70,0.90,2.70,0.400,2.80,0.40,,,0.7,1,1.1,2.3,Summer,wtOx,fused,ICP-AES/ICP-MS,1.0,,,,800.0,,,,,56.0,17.8,7.6,0.1,2.2,4.4,3.2,1.8,0.7,,,0.2,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
